Date,Category,Likes,Shares,Reposts,Comments
2015-05-01,Health,19,642,127,9932
2015-05-01,Fitness,7560,205,110,2514
2015-05-01,Health,3801,208,80,6130
2015-05-01,Food,3618,883,132,6337
2015-05-01,Music,6922,628,66,4753
2015-05-01,Health,9260,198,3,1442
2015-05-01,Travel,8632,773,74,1218
2015-05-01,Health,191,469,146,6458
2015-05-01,Food,46,762,41,5953
2015-05-01,Fitness,5513,813,193,2191
2015-05-01,Music,9933,798,160,3647
2015-05-01,Food,172,537,99,2644
2015-05-01,Fashion,6724,324,199,1177
2015-05-01,Family,514,653,15,5435
2015-05-01,Fashion,4211,190,64,467
2015-05-01,Health,3897,38,108,6127
2015-05-01,Travel,895,127,150,4752
2015-05-01,Food,8513,49,135,6280
2015-05-01,Food,9742,157,57,2159
2015-05-01,Family,567,925,187,8123
2015-05-01,Travel,749,794,125,358
2015-05-01,Culture,6912,499,110,79
2015-05-01,Fitness,8873,990,103,2468
2015-05-02,Culture,4967,639,172,215
2015-05-02,Health,3072,156,32,9084
2015-05-02,Family,7067,465,117,6350
2015-05-02,Travel,5870,5,184,1928
2015-05-02,Fashion,8932,660,158,8530
2015-05-02,Travel,2108,373,175,1699
2015-05-02,Travel,9494,312,112,8583
2015-05-02,Travel,393,832,194,2155
2015-05-02,Travel,2094,797,38,6218
2015-05-02,Music,4194,452,131,4496
2015-05-02,Travel,2462,939,163,2386
2015-05-02,Family,7789,792,47,5724
2015-05-02,Music,8516,833,53,2610
2015-05-02,Fashion,5916,945,92,8672
2015-05-02,Food,4909,90,172,4509
2015-05-02,Culture,2469,532,75,8537
2015-05-02,Travel,3172,742,85,4149
2015-05-02,Fitness,3999,632,41,4970
2015-05-02,Music,3007,18,15,2879
2015-05-02,Fashion,5720,564,71,7729
2015-05-02,Music,6641,159,50,1091
2015-05-02,Fashion,1934,459,194,6953
2015-05-02,Culture,1313,844,126,2683
2015-05-02,Music,168,935,105,705
2015-05-02,Culture,4314,356,80,2417
2015-05-02,Culture,9957,471,92,3132
2015-05-02,Culture,6246,4,176,8849
2015-05-03,Fashion,9846,776,70,2584
2015-05-03,Music,197,987,124,4657
2015-05-03,Family,7658,986,64,657
2015-05-03,Fitness,2217,529,103,9876
2015-05-03,Travel,3434,72,33,6247
2015-05-03,Fashion,8814,901,34,4719
2015-05-03,Fashion,7677,791,186,1969
2015-05-03,Music,6315,484,18,2906
2015-05-03,Food,8592,692,181,6589
2015-05-03,Fitness,4355,44,92,2814
2015-05-03,Health,7911,985,23,1697
2015-05-03,Travel,7853,303,52,3500
2015-05-03,Culture,8220,107,117,9178
2015-05-03,Health,9326,208,4,2391
2015-05-03,Fitness,6306,875,160,6431
2015-05-03,Music,8814,38,66,214
2015-05-03,Health,4844,4,86,7618
2015-05-03,Food,8026,724,36,6506
2015-05-03,Fitness,5999,152,173,9557
2015-05-03,Travel,2168,186,198,4651
2015-05-03,Family,1704,544,3,347
2015-05-03,Family,6884,940,41,494
2015-05-03,Fashion,1268,659,113,1214
2015-05-03,Health,6315,706,177,4025
2015-05-03,Culture,4007,348,157,9043
2015-05-03,Travel,6128,279,81,857
2015-05-03,Culture,7442,817,166,7709
2015-05-04,Music,2250,667,1,5776
2015-05-04,Family,4907,607,48,2298
2015-05-04,Family,3122,225,23,2008
2015-05-04,Health,168,281,126,6008
2015-05-04,Health,552,650,69,6006
2015-05-04,Travel,8396,832,97,6496
2015-05-04,Family,1057,160,193,5351
2015-05-04,Health,7176,330,97,4415
2015-05-04,Culture,3807,865,14,1617
2015-05-04,Culture,9930,780,49,4084
2015-05-04,Fitness,383,40,130,7109
2015-05-04,Fashion,4021,521,153,77
2015-05-04,Fitness,1433,414,156,9312
2015-05-04,Fitness,7145,403,178,5824
2015-05-04,Culture,3455,667,114,9128
2015-05-04,Music,8705,880,5,621
2015-05-04,Fitness,2806,832,101,6580
2015-05-04,Food,6966,892,56,250
2015-05-04,Food,792,631,138,8787
2015-05-04,Culture,9901,321,47,2660
2015-05-04,Fashion,3710,33,181,9603
2015-05-04,Food,3157,763,63,4446
2015-05-04,Travel,8574,19,12,1983
2015-05-04,Culture,939,868,126,1116
2015-05-04,Fitness,8036,582,138,471
2015-05-04,Health,4944,170,4,4806
2015-05-04,Food,2101,449,111,4181
2015-05-04,Fitness,9555,160,196,5899
2015-05-05,Fashion,1775,966,197,1273
2015-05-05,Fitness,7265,993,65,3070
2015-05-05,Food,6281,307,187,1075
2015-05-05,Fitness,2035,970,192,961
2015-05-05,Culture,4205,707,147,31
2015-05-05,Fitness,5982,884,19,8543
2015-05-05,Culture,6741,865,134,9252
2015-05-05,Music,7511,996,10,9418
2015-05-05,Food,1703,903,152,9900
2015-05-05,Family,7446,147,17,1579
2015-05-05,Fitness,1514,875,184,714
2015-05-05,Culture,8554,882,95,2633
2015-05-05,Culture,4640,655,173,8836
2015-05-05,Health,9996,69,39,575
2015-05-05,Music,2142,515,168,3793
2015-05-05,Culture,4386,288,199,5526
2015-05-05,Music,8607,297,130,208
2015-05-05,Family,5105,873,100,9783
2015-05-05,Fashion,5243,421,62,8785
2015-05-05,Fitness,246,406,145,9595
2015-05-05,Food,4825,454,187,248
2015-05-05,Food,7777,498,59,3637
2015-05-05,Food,3531,908,4,5291
2015-05-05,Fashion,9506,203,90,2755
2015-05-05,Culture,9325,536,128,5028
2015-05-05,Travel,355,355,91,6175
2015-05-05,Fashion,6565,460,178,8814
2015-05-06,Culture,2282,774,19,5213
2015-05-06,Fitness,7370,473,136,2298
2015-05-06,Fitness,7579,461,103,475
2015-05-06,Food,9815,451,172,8391
2015-05-06,Fitness,1114,703,12,1608
2015-05-06,Travel,3420,322,189,6689
2015-05-06,Family,4184,259,2,9048
2015-05-06,Food,6944,902,13,4359
2015-05-06,Fashion,1755,225,186,3738
2015-05-06,Family,9868,370,69,7516
2015-05-06,Health,7620,869,114,2837
2015-05-06,Family,4107,658,42,2307
2015-05-06,Fitness,6558,734,153,8241
2015-05-06,Travel,7327,380,4,1822
2015-05-06,Family,1065,687,192,7205
2015-05-06,Music,8166,522,159,3227
2015-05-06,Fitness,5476,525,68,6292
2015-05-06,Food,3863,509,7,7053
2015-05-06,Fitness,5120,428,154,126
2015-05-06,Travel,460,190,16,4473
2015-05-06,Health,4631,373,92,9808
2015-05-06,Fashion,3457,954,58,2107
2015-05-06,Family,6724,881,194,7779
2015-05-06,Fitness,3509,896,198,2458
2015-05-06,Fashion,7639,367,176,4792
2015-05-06,Family,6199,501,13,275
2015-05-06,Food,1048,722,54,8298
2015-05-07,Health,5140,144,60,8017
2015-05-07,Health,359,268,29,6029
2015-05-07,Fashion,2629,134,18,1144
2015-05-07,Fitness,6101,285,24,8467
2015-05-07,Fashion,9391,758,38,3246
2015-05-07,Travel,3040,902,133,5774
2015-05-07,Fashion,7323,148,29,5964
2015-05-07,Health,3232,123,135,9686
2015-05-07,Family,9838,723,188,7571
2015-05-07,Culture,172,455,130,443
2015-05-07,Culture,5018,932,70,4072
2015-05-07,Fashion,3754,992,193,7881
2015-05-07,Family,951,213,157,9269
2015-05-07,Music,2725,258,135,6781
2015-05-07,Food,6467,288,135,9774
2015-05-07,Family,6156,749,60,3650
2015-05-07,Fitness,2971,206,149,8166
2015-05-07,Music,7454,539,105,5085
2015-05-07,Fashion,648,109,113,7473
2015-05-07,Fitness,3938,757,73,9658
2015-05-07,Food,4717,490,32,1711
2015-05-07,Food,6187,7,141,5255
2015-05-07,Health,7607,781,122,3228
2015-05-07,Food,7964,951,112,6479
2015-05-07,Culture,5977,81,148,5216
2015-05-07,Fitness,6691,638,148,1555
2015-05-07,Health,9367,361,158,7379
2015-05-07,Family,6871,880,171,2880
2015-05-08,Culture,7866,790,138,9845
2015-05-08,Fashion,2033,439,20,6852
2015-05-08,Family,3448,788,153,5466
2015-05-08,Family,4782,821,119,1855
2015-05-08,Culture,6775,215,151,1518
2015-05-08,Travel,9108,7,5,4639
2015-05-08,Culture,2445,348,59,548
2015-05-08,Food,8470,630,2,1557
2015-05-08,Health,151,902,148,7342
2015-05-08,Fashion,5654,618,127,2910
2015-05-08,Travel,1692,155,123,5622
2015-05-08,Food,6249,604,144,2490
2015-05-08,Music,73,767,44,4185
2015-05-08,Health,8792,228,184,4352
2015-05-08,Music,1757,565,47,2107
2015-05-08,Fashion,1563,57,194,6059
2015-05-08,Food,9249,851,95,7267
2015-05-08,Health,8899,7,76,611
2015-05-08,Fitness,6341,178,82,7676
2015-05-08,Culture,6417,790,146,7279
2015-05-08,Fitness,4948,886,49,7845
2015-05-08,Fashion,7363,632,8,1202
2015-05-08,Health,1994,5,174,5241
2015-05-08,Fashion,4437,413,172,9942
2015-05-08,Fitness,4401,271,39,6733
2015-05-08,Fashion,383,143,144,8134
2015-05-08,Music,4857,334,122,6931
2015-05-09,Food,7206,654,188,9855
2015-05-09,Music,2231,311,162,5266
2015-05-09,Travel,1607,184,176,2062
2015-05-09,Health,5957,324,65,9170
2015-05-09,Fitness,7737,740,57,5435
2015-05-09,Travel,7976,916,21,9334
2015-05-09,Food,7970,896,46,9174
2015-05-09,Food,1645,355,177,7003
2015-05-09,Music,2971,275,174,248
2015-05-09,Family,2237,917,55,3305
2015-05-09,Culture,1365,546,76,5412
2015-05-09,Health,107,110,15,8320
2015-05-09,Fitness,4405,928,77,188
2015-05-09,Food,9401,346,16,1694
2015-05-09,Family,3505,105,0,2651
2015-05-09,Health,5605,90,189,702
2015-05-09,Family,578,10,198,3656
2015-05-09,Travel,5475,883,72,4720
2015-05-09,Music,200,648,166,651
2015-05-09,Culture,733,155,118,8883
2015-05-09,Fashion,7577,190,20,4820
2015-05-09,Culture,6043,480,56,2604
2015-05-09,Culture,8871,727,35,6156
2015-05-09,Culture,6090,168,139,2231
2015-05-09,Family,765,135,37,6837
2015-05-09,Fitness,134,555,180,5470
2015-05-09,Food,5780,749,17,9020
2015-05-09,Fashion,2068,899,141,757
2015-05-10,Fitness,2002,214,52,2240
2015-05-10,Food,2916,840,87,1140
2015-05-10,Health,7777,763,93,4145
2015-05-10,Health,3464,771,168,2160
2015-05-10,Family,2838,339,76,244
2015-05-10,Fashion,1475,441,1,5948
2015-05-10,Music,6608,409,20,7759
2015-05-10,Food,3208,412,92,8119
2015-05-10,Fashion,5197,757,103,5366
2015-05-10,Fashion,8365,169,98,2222
2015-05-10,Food,5884,431,145,546
2015-05-10,Music,7746,152,24,974
2015-05-10,Family,7704,860,153,9941
2015-05-10,Food,4875,391,194,3294
2015-05-10,Music,8148,459,140,7510
2015-05-10,Fashion,2589,739,163,2922
2015-05-10,Health,7442,910,81,3337
2015-05-10,Fitness,2045,793,193,1737
2015-05-10,Fashion,2112,345,167,801
2015-05-10,Travel,6805,917,102,3715
2015-05-10,Food,4082,290,67,2504
2015-05-10,Health,42,723,104,3983
2015-05-10,Culture,5518,990,199,9210
2015-05-10,Fashion,6584,45,119,3893
2015-05-10,Health,2678,751,147,8717
2015-05-10,Culture,6961,861,117,327
2015-05-10,Food,3449,956,124,2952
2015-05-11,Family,1057,328,116,8259
2015-05-11,Health,6483,763,3,7217
2015-05-11,Fashion,8393,668,154,3373
2015-05-11,Food,665,34,78,5313
2015-05-11,Music,3367,502,174,753
2015-05-11,Culture,7188,30,27,3968
2015-05-11,Music,7739,280,36,1284
2015-05-11,Health,4759,202,22,1667
2015-05-11,Travel,2778,92,136,717
2015-05-11,Food,2113,561,117,8286
2015-05-11,Health,7627,363,197,9237
2015-05-11,Travel,4630,450,78,8782
2015-05-11,Fitness,9489,472,196,5845
2015-05-11,Travel,3004,317,63,2516
2015-05-11,Culture,4131,82,147,5506
2015-05-11,Fitness,5187,673,44,1552
2015-05-11,Fitness,6892,235,180,1743
2015-05-11,Family,1882,165,41,7898
2015-05-11,Family,5758,523,124,4335
2015-05-11,Fashion,4250,217,52,8821
2015-05-11,Health,542,92,83,2278
2015-05-11,Health,8,963,147,9859
2015-05-11,Food,7352,966,146,5471
2015-05-11,Health,4441,720,48,9008
2015-05-11,Food,1755,511,86,2985
2015-05-11,Health,2587,383,170,640
2015-05-11,Health,6611,713,62,1525
2015-05-12,Culture,7860,643,36,8605
2015-05-12,Fitness,4657,832,181,5203
2015-05-12,Family,3695,218,131,7293
2015-05-12,Travel,5880,360,176,4298
2015-05-12,Travel,4127,296,120,1959
2015-05-12,Health,4786,344,78,9929
2015-05-12,Fitness,2765,979,184,6369
2015-05-12,Culture,1491,414,85,6605
2015-05-12,Music,8644,982,128,6731
2015-05-12,Food,4271,612,65,3780
2015-05-12,Music,2777,492,186,912
2015-05-12,Family,4475,326,90,2490
2015-05-12,Food,3947,667,188,3587
2015-05-12,Family,610,635,19,4737
2015-05-12,Health,3385,306,197,8007
2015-05-12,Music,2498,839,130,8782
2015-05-12,Food,6846,459,146,3379
2015-05-12,Culture,808,909,16,3945
2015-05-12,Travel,4845,854,146,1842
2015-05-12,Family,3519,543,163,6773
2015-05-12,Travel,7203,673,73,5445
2015-05-12,Travel,6026,814,111,1961
2015-05-12,Culture,1706,410,187,8595
2015-05-12,Travel,4414,33,58,6394
2015-05-12,Fashion,9910,792,155,6756
2015-05-12,Travel,7573,738,12,3934
2015-05-12,Fitness,8896,138,85,1526
2015-05-12,Fitness,8116,434,188,86
2015-05-13,Travel,8466,489,90,7105
2015-05-13,Travel,7886,758,47,7386
2015-05-13,Food,4987,571,134,7036
2015-05-13,Travel,8905,328,54,8467
2015-05-13,Food,4668,487,25,8118
2015-05-13,Culture,1672,324,42,3381
2015-05-13,Culture,2539,232,23,2350
2015-05-13,Travel,1132,273,4,1937
2015-05-13,Culture,5480,153,30,8054
2015-05-13,Health,8490,905,62,1836
2015-05-13,Food,841,291,25,2888
2015-05-13,Travel,2929,989,36,5310
2015-05-13,Culture,4981,844,144,483
2015-05-13,Culture,8221,96,158,6074
2015-05-13,Travel,606,420,97,1841
2015-05-13,Fitness,3662,391,44,6822
2015-05-13,Music,9115,376,49,6329
2015-05-13,Fitness,3935,670,173,4234
2015-05-13,Family,1771,278,41,2517
2015-05-13,Travel,9965,53,120,773
2015-05-13,Fashion,6124,193,35,8905
2015-05-13,Health,2186,515,4,4187
2015-05-13,Food,3071,831,66,8329
2015-05-13,Health,4052,963,50,5850
2015-05-13,Health,5950,485,64,3295
2015-05-13,Health,9868,342,89,4615
2015-05-13,Culture,687,981,74,5500
2015-05-14,Health,72,545,164,8203
2015-05-14,Culture,5558,415,115,2436
2015-05-14,Food,1171,234,28,6017
2015-05-14,Health,8057,259,148,4554
2015-05-14,Family,1340,179,171,5139
2015-05-14,Family,385,449,101,5509
2015-05-14,Culture,307,64,39,7411
2015-05-14,Fashion,3037,255,44,8694
2015-05-14,Travel,4160,725,148,2242
2015-05-14,Fitness,2631,223,155,2846
2015-05-14,Music,1972,745,131,7178
2015-05-14,Music,6399,763,10,3283
2015-05-14,Food,3106,549,81,5558
2015-05-14,Culture,193,689,142,8252
2015-05-14,Culture,2472,597,27,9297
2015-05-14,Health,5581,181,13,4899
2015-05-14,Family,9131,277,149,7748
2015-05-14,Music,5998,433,186,4642
2015-05-14,Health,5558,953,61,6189
2015-05-14,Culture,5931,26,198,420
2015-05-14,Health,1615,713,188,5079
2015-05-14,Travel,4987,46,106,3802
2015-05-14,Food,8436,942,85,9396
2015-05-14,Music,5334,577,174,5804
2015-05-14,Food,893,882,4,3551
2015-05-14,Music,2819,128,102,1617
2015-05-14,Travel,9166,508,165,636
2015-05-14,Travel,1749,873,152,4320
2015-05-15,Family,5467,810,0,9233
2015-05-15,Health,2284,10,96,1568
2015-05-15,Health,3538,721,86,7465
2015-05-15,Fitness,2806,111,169,3128
2015-05-15,Food,332,452,31,5513
2015-05-15,Culture,4598,866,14,1866
2015-05-15,Fashion,9298,855,88,9281
2015-05-15,Food,1695,324,32,5031
2015-05-15,Food,4708,692,15,6823
2015-05-15,Music,5527,510,82,8248
2015-05-15,Family,5992,15,193,6002
2015-05-15,Travel,4494,377,161,1821
2015-05-15,Music,4700,328,44,6758
2015-05-15,Fitness,9282,132,38,1401
2015-05-15,Health,5878,333,2,648
2015-05-15,Fashion,6998,292,59,6899
2015-05-15,Travel,1983,450,198,759
2015-05-15,Fashion,3851,276,55,614
2015-05-15,Travel,4707,238,140,86
2015-05-15,Music,9107,28,21,1552
2015-05-15,Food,9292,182,14,1460
2015-05-15,Culture,7430,324,96,9021
2015-05-15,Travel,93,801,132,3216
2015-05-15,Food,7335,223,82,2464
2015-05-15,Family,5647,649,122,1794
2015-05-15,Fitness,3108,569,84,2133
2015-05-15,Culture,7129,129,54,772
2015-05-16,Health,5742,308,29,885
2015-05-16,Music,7939,209,76,5079
2015-05-16,Culture,6738,399,38,2685
2015-05-16,Culture,239,454,70,3770
2015-05-16,Culture,3244,108,139,592
2015-05-16,Culture,393,437,117,3109
2015-05-16,Music,6063,846,49,7726
2015-05-16,Food,9883,248,130,4289
2015-05-16,Family,1507,659,69,2909
2015-05-16,Food,2901,730,22,2604
2015-05-16,Travel,9909,29,172,4938
2015-05-16,Family,2957,676,55,6013
2015-05-16,Music,6332,985,28,808
2015-05-16,Travel,313,269,186,74
2015-05-16,Fashion,2407,421,73,128
2015-05-16,Culture,3180,838,192,5658
2015-05-16,Fitness,5077,749,110,1056
2015-05-16,Fitness,246,82,152,7293
2015-05-16,Fitness,370,470,71,5892
2015-05-16,Culture,4464,1,122,3640
2015-05-16,Food,1282,752,12,5433
2015-05-16,Fashion,6559,530,26,5201
2015-05-16,Food,3055,475,19,6756
2015-05-16,Fashion,9822,303,104,8646
2015-05-16,Fitness,4200,635,190,4853
2015-05-16,Fitness,5489,860,19,6365
2015-05-16,Culture,7311,448,26,1197
2015-05-17,Food,3957,586,138,579
2015-05-17,Culture,765,852,110,6905
2015-05-17,Culture,9340,371,171,251
2015-05-17,Fashion,2584,456,54,8273
2015-05-17,Travel,6760,977,59,5390
2015-05-17,Travel,2722,601,45,8282
2015-05-17,Fitness,3053,693,165,7069
2015-05-17,Fitness,4304,893,104,8017
2015-05-17,Travel,6072,822,121,9146
2015-05-17,Fashion,8434,69,5,2678
2015-05-17,Family,4599,315,25,838
2015-05-17,Health,2883,342,1,759
2015-05-17,Food,9992,54,53,1546
2015-05-17,Fashion,5781,409,8,8866
2015-05-17,Food,2291,569,67,3639
2015-05-17,Music,3615,601,164,7947
2015-05-17,Music,9711,401,67,6902
2015-05-17,Health,4563,349,102,8610
2015-05-17,Music,3519,139,16,8975
2015-05-17,Fitness,1803,519,143,1173
2015-05-17,Health,5264,135,118,3084
2015-05-17,Music,3823,355,75,254
2015-05-17,Music,3300,387,133,5875
2015-05-17,Music,2634,166,43,476
2015-05-17,Health,3426,347,116,5897
2015-05-17,Family,569,964,150,6890
2015-05-17,Food,5453,700,93,9463
2015-05-17,Culture,3316,405,112,9264
2015-05-18,Food,992,959,82,3967
2015-05-18,Fitness,5790,34,60,69
2015-05-18,Family,7608,352,69,3893
2015-05-18,Family,4166,144,140,357
2015-05-18,Music,4119,443,86,6501
2015-05-18,Fashion,9526,997,176,3385
2015-05-18,Music,344,758,108,2023
2015-05-18,Music,512,901,184,1724
2015-05-18,Fashion,6614,670,75,4873
2015-05-18,Fashion,4278,719,49,6983
2015-05-18,Culture,7010,88,172,6002
2015-05-18,Music,2623,907,160,8176
2015-05-18,Family,2982,482,163,2358
2015-05-18,Culture,9653,105,12,2322
2015-05-18,Food,6945,89,107,304
2015-05-18,Culture,5445,241,118,4877
2015-05-18,Fashion,2318,228,149,6652
2015-05-18,Culture,6407,889,181,5495
2015-05-18,Music,2472,561,44,8843
2015-05-18,Family,8258,834,191,5380
2015-05-18,Health,8234,405,177,1870
2015-05-18,Food,2407,277,168,6849
2015-05-18,Culture,9490,267,159,1927
2015-05-18,Fashion,4084,278,24,2646
2015-05-18,Health,769,334,8,5533
2015-05-18,Culture,8744,526,28,7674
2015-05-18,Food,8828,76,108,7872
2015-05-19,Music,4920,801,90,1272
2015-05-19,Health,1330,258,179,2131
2015-05-19,Travel,3225,393,184,5286
2015-05-19,Fitness,4192,385,42,3578
2015-05-19,Fashion,3713,750,33,7648
2015-05-19,Travel,4252,553,3,7031
2015-05-19,Fitness,7700,598,23,5819
2015-05-19,Culture,5517,843,43,884
2015-05-19,Fashion,6621,777,154,7929
2015-05-19,Health,4358,991,178,2249
2015-05-19,Health,932,466,92,1906
2015-05-19,Music,2083,39,19,6982
2015-05-19,Fashion,2770,958,91,2951
2015-05-19,Family,8359,971,87,7712
2015-05-19,Health,7189,228,53,9590
2015-05-19,Fitness,9194,866,29,9779
2015-05-19,Health,5385,544,73,6240
2015-05-19,Health,2404,461,58,3926
2015-05-19,Travel,2174,766,120,9814
2015-05-19,Family,8712,147,32,1661
2015-05-19,Family,9491,371,100,7397
2015-05-19,Travel,1819,603,127,5239
2015-05-19,Food,2093,84,192,1655
2015-05-19,Travel,4762,861,63,4165
2015-05-19,Family,6898,312,126,4776
2015-05-19,Travel,6484,649,127,7185
2015-05-19,Fitness,1549,7,129,4513
2015-05-19,Music,827,38,6,4722
2015-05-20,Family,3393,285,93,8909
2015-05-20,Health,5174,990,32,7838
2015-05-20,Food,2436,287,93,7
2015-05-20,Fashion,9605,853,86,9921
2015-05-20,Fitness,384,741,65,7454
2015-05-20,Family,3044,765,29,9535
2015-05-20,Fitness,5356,564,194,8872
2015-05-20,Culture,6284,487,192,3004
2015-05-20,Health,2670,389,25,6148
2015-05-20,Fitness,1110,780,144,9199
2015-05-20,Family,5573,0,148,270
2015-05-20,Food,3720,338,17,7782
2015-05-20,Culture,6877,774,84,7319
2015-05-20,Fashion,7785,218,47,1447
2015-05-20,Music,3958,578,80,3791
2015-05-20,Fitness,5240,383,99,474
2015-05-20,Culture,8897,151,96,9882
2015-05-20,Travel,9858,206,3,7181
2015-05-20,Fashion,3425,156,173,2395
2015-05-20,Family,8482,669,137,3811
2015-05-20,Food,3673,514,25,6894
2015-05-20,Music,9560,592,192,1022
2015-05-20,Health,2453,848,11,9563
2015-05-20,Health,9610,241,168,5371
2015-05-20,Travel,2252,621,65,4145
2015-05-20,Family,4827,771,11,1069
2015-05-20,Fitness,1139,381,199,7920
2015-05-21,Travel,520,867,82,7578
2015-05-21,Family,6828,837,112,4378
2015-05-21,Culture,2944,938,4,4541
2015-05-21,Music,4757,316,150,7481
2015-05-21,Culture,8726,659,178,6315
2015-05-21,Family,3670,605,111,3345
2015-05-21,Fashion,855,202,144,3909
2015-05-21,Fitness,3626,101,162,8146
2015-05-21,Fitness,8944,742,25,2842
2015-05-21,Travel,3251,916,178,7153
2015-05-21,Food,317,700,3,9029
2015-05-21,Food,189,331,122,6302
2015-05-21,Food,9069,451,135,6265
2015-05-21,Culture,5165,263,50,480
2015-05-21,Family,2967,129,10,4435
2015-05-21,Food,7024,603,143,7612
2015-05-21,Food,1803,855,60,1820
2015-05-21,Health,5540,331,89,9247
2015-05-21,Travel,6699,393,195,2115
2015-05-21,Fashion,9162,141,147,7960
2015-05-21,Fitness,8006,913,197,2504
2015-05-21,Fashion,6972,402,147,265
2015-05-21,Fashion,7987,57,169,5818
2015-05-21,Family,8817,154,2,5536
2015-05-21,Music,7616,768,183,3409
2015-05-21,Fitness,1361,747,64,4487
2015-05-21,Music,4063,458,87,911
2015-05-22,Family,5681,79,137,8993
2015-05-22,Health,8132,853,131,7032
2015-05-22,Family,1001,592,28,6169
2015-05-22,Food,1841,434,50,1964
2015-05-22,Fashion,3443,73,34,1131
2015-05-22,Music,7961,683,175,9469
2015-05-22,Music,1399,42,192,3055
2015-05-22,Fitness,4577,926,75,1684
2015-05-22,Fashion,8148,731,23,7057
2015-05-22,Travel,9569,466,11,2127
2015-05-22,Health,487,885,75,2580
2015-05-22,Health,3413,542,28,4398
2015-05-22,Family,3049,969,19,5588
2015-05-22,Fashion,2718,902,191,949
2015-05-22,Travel,4149,444,37,7975
2015-05-22,Family,6020,47,108,9212
2015-05-22,Food,1221,497,188,1294
2015-05-22,Family,9936,453,108,6843
2015-05-22,Travel,998,68,132,5627
2015-05-22,Culture,1293,679,34,5861
2015-05-22,Culture,9503,649,22,8032
2015-05-22,Food,5897,211,43,2385
2015-05-22,Culture,6005,269,120,4645
2015-05-22,Family,9960,772,139,273
2015-05-22,Food,1753,545,161,8920
2015-05-22,Music,9791,867,143,3012
2015-05-22,Music,5614,663,6,5887
2015-05-22,Family,5831,22,120,7619
2015-05-23,Family,2890,353,31,6191
2015-05-23,Music,6818,426,139,8784
2015-05-23,Culture,9219,263,85,3473
2015-05-23,Food,9622,331,172,8944
2015-05-23,Travel,1100,178,138,7462
2015-05-23,Culture,9341,845,118,6481
2015-05-23,Music,4531,112,159,9870
2015-05-23,Music,2284,769,167,1574
2015-05-23,Travel,3533,633,27,7946
2015-05-23,Fitness,961,938,160,2463
2015-05-23,Fashion,1024,625,14,8000
2015-05-23,Fitness,8571,700,86,2410
2015-05-23,Family,8167,195,133,926
2015-05-23,Culture,574,509,87,8596
2015-05-23,Food,6330,546,42,4246
2015-05-23,Food,6835,108,198,5660
2015-05-23,Food,7896,743,22,6865
2015-05-23,Music,4933,319,126,5488
2015-05-23,Family,8427,374,106,2400
2015-05-23,Health,7738,61,77,8731
2015-05-23,Health,8417,329,136,6380
2015-05-23,Family,1728,169,74,9077
2015-05-23,Culture,6695,177,193,5113
2015-05-23,Music,2086,404,159,8644
2015-05-23,Music,8390,877,10,312
2015-05-23,Health,1831,601,51,3066
2015-05-23,Culture,9453,332,28,6216
2015-05-24,Health,966,132,187,7570
2015-05-24,Food,6058,820,113,1670
2015-05-24,Family,787,984,198,6749
2015-05-24,Food,9811,248,155,8040
2015-05-24,Food,6862,902,2,993
2015-05-24,Family,2901,939,0,8658
2015-05-24,Family,4479,428,120,1172
2015-05-24,Food,2501,990,24,6214
2015-05-24,Food,6646,84,106,7402
2015-05-24,Fashion,4440,574,49,583
2015-05-24,Fashion,8592,174,31,8004
2015-05-24,Family,2174,547,50,6372
2015-05-24,Food,6925,127,22,3608
2015-05-24,Food,9610,986,167,3522
2015-05-24,Fashion,7964,610,77,7584
2015-05-24,Fashion,9577,437,127,81
2015-05-24,Food,1055,378,44,4813
2015-05-24,Food,6812,663,9,8398
2015-05-24,Culture,2634,941,59,8117
2015-05-24,Travel,667,785,187,30
2015-05-24,Food,5638,634,59,142
2015-05-24,Fashion,4450,323,193,743
2015-05-24,Family,6574,410,180,8433
2015-05-24,Fitness,3292,299,131,4481
2015-05-24,Food,7692,561,26,7545
2015-05-24,Travel,424,170,33,1315
2015-05-24,Travel,701,58,48,2085
2015-05-25,Music,2081,312,147,1613
2015-05-25,Fashion,840,183,157,7488
2015-05-25,Food,6080,511,128,5832
2015-05-25,Culture,2614,9,42,4387
2015-05-25,Music,1918,614,4,8731
2015-05-25,Music,653,39,36,4516
2015-05-25,Music,24,616,145,5550
2015-05-25,Fitness,5768,499,17,7094
2015-05-25,Family,8965,837,58,6179
2015-05-25,Fitness,4234,219,160,2357
2015-05-25,Music,1249,723,126,6034
2015-05-25,Health,9661,285,188,2516
2015-05-25,Culture,1632,869,123,1945
2015-05-25,Music,7387,758,75,7782
2015-05-25,Travel,6758,103,145,4621
2015-05-25,Music,5561,427,133,6352
2015-05-25,Health,9519,350,186,2451
2015-05-25,Food,2722,862,150,2818
2015-05-25,Culture,9006,314,148,2248
2015-05-25,Travel,7235,956,9,792
2015-05-25,Health,3502,202,66,9554
2015-05-25,Culture,779,910,15,5509
2015-05-25,Family,3790,392,157,8020
2015-05-25,Fashion,711,159,194,7372
2015-05-25,Travel,6543,767,40,5114
2015-05-25,Travel,9828,845,82,1906
2015-05-25,Family,2623,532,56,1040
2015-05-25,Health,4840,451,171,5533
2015-05-26,Travel,5501,5,137,9536
2015-05-26,Family,7386,580,164,6709
